val_ids;val_gt_size;dumbpredwtags;dumbprednotags;dumbpredselect;proposalselect
ctslice1039_3.nii;[58170.0, 3169.0, 0.0, 4068.0, 129.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice103_1.nii;[62300.0, 2072.0, 0.0, 1164.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice103_2.nii;[62300.0, 2072.0, 0.0, 1164.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice103_3.nii;[62300.0, 2072.0, 0.0, 1164.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1040_1.nii;[52449.0, 3874.0, 0.0, 3538.0, 5675.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1040_2.nii;[52449.0, 3874.0, 0.0, 3538.0, 5675.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1040_3.nii;[52449.0, 3874.0, 0.0, 3538.0, 5675.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1041_1.nii;[58306.0, 2651.0, 2003.0, 906.0, 1670.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1041_2.nii;[58306.0, 2651.0, 2003.0, 906.0, 1670.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1041_3.nii;[58306.0, 2651.0, 2003.0, 906.0, 1670.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1042_1.nii;[62225.0, 0.0, 3311.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1042_2.nii;[62225.0, 0.0, 3311.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1042_3.nii;[62225.0, 0.0, 3311.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1043_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1043_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1043_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1044_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1044_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1044_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1045_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1045_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1045_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1046_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1046_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1046_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1047_1.nii;[48879.0, 1852.0, 9700.0, 5105.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1047_2.nii;[48879.0, 1852.0, 9700.0, 5105.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1047_3.nii;[48879.0, 1852.0, 9700.0, 5105.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1048_1.nii;[59661.0, 2763.0, 0.0, 3112.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1048_2.nii;[59661.0, 2763.0, 0.0, 3112.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1048_3.nii;[59661.0, 2763.0, 0.0, 3112.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1049_1.nii;[60448.0, 25.0, 5063.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1049_2.nii;[60448.0, 25.0, 5063.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1049_3.nii;[60448.0, 25.0, 5063.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice104_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice104_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice104_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1050_1.nii;[62230.0, 0.0, 3306.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1050_2.nii;[62230.0, 0.0, 3306.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1050_3.nii;[62230.0, 0.0, 3306.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1051_1.nii;[53777.0, 2841.0, 0.0, 5724.0, 3194.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1051_2.nii;[53777.0, 2841.0, 0.0, 5724.0, 3194.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1051_3.nii;[53777.0, 2841.0, 0.0, 5724.0, 3194.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1052_1.nii;[57087.0, 2460.0, 5138.0, 851.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1052_2.nii;[57087.0, 2460.0, 5138.0, 851.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1052_3.nii;[57087.0, 2460.0, 5138.0, 851.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1053_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1053_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1053_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1054_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1054_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1054_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1055_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1055_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1055_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1056_1.nii;[50177.0, 4416.0, 0.0, 3432.0, 7511.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1056_2.nii;[50177.0, 4416.0, 0.0, 3432.0, 7511.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1056_3.nii;[50177.0, 4416.0, 0.0, 3432.0, 7511.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1057_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1057_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1057_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1058_1.nii;[55589.0, 2990.0, 5570.0, 1082.0, 305.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1058_2.nii;[55589.0, 2990.0, 5570.0, 1082.0, 305.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1058_3.nii;[55589.0, 2990.0, 5570.0, 1082.0, 305.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1059_1.nii;[64335.0, 0.0, 1201.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1059_2.nii;[64335.0, 0.0, 1201.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1059_3.nii;[64335.0, 0.0, 1201.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice105_1.nii;[53856.0, 3558.0, 4020.0, 4102.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice105_2.nii;[53856.0, 3558.0, 4020.0, 4102.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice105_3.nii;[53856.0, 3558.0, 4020.0, 4102.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice1060_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1060_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1060_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1061_1.nii;[57673.0, 0.0, 7863.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice1061_2.nii;[57673.0, 0.0, 7863.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice1061_3.nii;[57673.0, 0.0, 7863.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice1062_1.nii;[62473.0, 2502.0, 0.0, 561.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1062_2.nii;[62473.0, 2502.0, 0.0, 561.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1062_3.nii;[62473.0, 2502.0, 0.0, 561.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice1063_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1063_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1063_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1064_1.nii;[64556.0, 980.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1064_2.nii;[64556.0, 980.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1064_3.nii;[64556.0, 980.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1065_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1065_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1065_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1066_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1066_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1066_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1067_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1067_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1067_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1068_1.nii;[56801.0, 3510.0, 851.0, 1818.0, 2556.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[47919, 4428, 4996, 4487, 3706]
ctslice1068_2.nii;[56801.0, 3510.0, 851.0, 1818.0, 2556.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52406, 4428, 4996, 0, 3706]
ctslice1068_3.nii;[56801.0, 3510.0, 851.0, 1818.0, 2556.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52406, 4428, 4996, 0, 3706]
ctslice1069_1.nii;[58899.0, 1825.0, 704.0, 2218.0, 1890.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1069_2.nii;[58899.0, 1825.0, 704.0, 2218.0, 1890.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1069_3.nii;[58899.0, 1825.0, 704.0, 2218.0, 1890.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[57343, 0, 0, 4487, 3706]
ctslice106_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice106_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice106_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1070_1.nii;[58279.0, 2796.0, 678.0, 1497.0, 2286.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1070_2.nii;[58279.0, 2796.0, 678.0, 1497.0, 2286.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1070_3.nii;[58279.0, 2796.0, 678.0, 1497.0, 2286.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1071_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1071_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1071_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1072_1.nii;[58326.0, 2708.0, 0.0, 3035.0, 1467.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice1072_2.nii;[58326.0, 2708.0, 0.0, 3035.0, 1467.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1072_3.nii;[58326.0, 2708.0, 0.0, 3035.0, 1467.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1073_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1073_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1073_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1074_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1074_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1074_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1075_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1075_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1075_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1076_1.nii;[52013.0, 1774.0, 765.0, 7005.0, 3979.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1076_2.nii;[52013.0, 1774.0, 765.0, 7005.0, 3979.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1076_3.nii;[52013.0, 1774.0, 765.0, 7005.0, 3979.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1077_1.nii;[54452.0, 2740.0, 7310.0, 1034.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[47919, 4428, 4996, 4487, 3706]
ctslice1077_2.nii;[54452.0, 2740.0, 7310.0, 1034.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[47919, 4428, 4996, 4487, 3706]
ctslice1077_3.nii;[54452.0, 2740.0, 7310.0, 1034.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice1078_1.nii;[58003.0, 3422.0, 0.0, 4111.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1078_2.nii;[58003.0, 3422.0, 0.0, 4111.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice1078_3.nii;[58003.0, 3422.0, 0.0, 4111.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1079_1.nii;[63073.0, 0.0, 2463.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1079_2.nii;[63073.0, 0.0, 2463.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
